 1  1 2.2 1.084000e-03  1.814740e+01  5.239450e-01  7.874500e+00  4.414310e+00  5.303660e-01
 1  2 2.2 1.626000e-03  1.682860e+01  4.745330e-01  7.863230e+00  3.727200e+00  4.545730e-01
 1  3 2.2 2.168000e-03  1.733220e+01  4.752400e-01  8.052210e+00  3.100180e+00  4.259340e-01
 1  4 2.2 2.710000e-03  1.765820e+01  4.431560e-01  8.170640e+00  2.548080e+00  3.981740e-01
 1  5 2.2 3.252000e-03  1.595860e+01  4.049990e-01  8.305710e+00  2.079340e+00  3.375890e-01
 1  6 2.2 3.794000e-03  1.390080e+01  3.616450e-01  8.550620e+00  1.697030e+00  2.788430e-01
 1  7 2.2 4.336000e-03  1.339390e+01  3.505660e-01  8.719180e+00  1.399820e+00  2.535370e-01
 1  8 2.2 4.878000e-03  1.434260e+01  3.669500e-01  9.054110e+00  1.182880e+00  2.559790e-01
 1  9 2.2 5.420000e-03  1.403330e+01  3.736640e-01  9.418970e+00  1.038690e+00  2.412060e-01
 1 10 2.2 5.962000e-03  1.314740e+01  3.644930e-01  9.800900e+00  9.578020e-01  2.211850e-01
 1 11 2.2 6.504000e-03  1.283220e+01  3.507610e-01  1.016490e+01  9.294740e-01  2.131100e-01
 1 12 2.2 7.046000e-03  1.155600e+01  3.584180e-01  1.072030e+01  9.423160e-01  1.938670e-01
 1 13 2.2 7.588000e-03  1.104740e+01  3.464380e-01  1.117570e+01  9.848040e-01  1.883380e-01
 1 14 2.2 8.130000e-03  1.140290e+01  3.852160e-01  1.166910e+01  1.045750e+00  1.972170e-01
 1 15 2.2 8.672000e-03  1.119240e+01  3.776290e-01  1.241520e+01  1.114700e+00  2.002060e-01
 1 16 2.2 9.214000e-03  1.016030e+01  3.907180e-01  1.288530e+01  1.182270e+00  1.923530e-01
 1 17 2.2 9.756000e-03  9.728870e+00  4.083690e-01  1.361750e+01  1.240390e+00  1.948410e-01
 1 18 2.2 1.029800e-02  1.019740e+01  4.160680e-01  1.437550e+01  1.282530e+00  2.130570e-01
 1 19 2.2 1.084000e-02  9.940760e+00  4.527470e-01  1.518820e+01  1.303810e+00  2.213590e-01
 1 20 2.2 1.138200e-02  9.133710e+00  4.575580e-01  1.593830e+01  1.301090e+00  2.197470e-01
 1 21 2.2 1.192400e-02  8.458410e+00  4.929460e-01  1.681160e+01  1.272950e+00  2.218000e-01
 1 22 2.2 1.246600e-02  8.137380e+00  4.759430e-01  1.744970e+01  1.219660e+00  2.285920e-01
 1 23 2.2 1.300800e-02  8.166340e+00  5.379180e-01  1.812310e+01  1.143040e+00  2.445720e-01
 1 24 2.2 1.355000e-02  7.583190e+00  5.647100e-01  1.875220e+01  1.046290e+00  2.489100e-01
 1 25 2.2 1.409200e-02  7.692090e+00  6.282530e-01  1.943440e+01  9.337450e-01  2.678180e-01
 1 26 2.2 1.463400e-02  7.828700e+00  7.240460e-01  2.027370e+01  8.105840e-01  2.901030e-01
 1 27 2.2 1.517600e-02  7.096580e+00  7.538550e-01  2.073470e+01  6.824620e-01  2.892370e-01
 1 28 2.2 1.571800e-02  6.744260e+00  7.989640e-01  2.134250e+01  5.550950e-01  3.063550e-01
 1 29 2.2 1.626000e-02  7.796770e+00  9.324260e-01  2.151290e+01  4.337880e-01  3.568800e-01
 1 30 2.2 1.680200e-02  8.514790e+00  1.050830e+00  2.219010e+01  3.229050e-01  4.070750e-01
 1 31 2.2 1.734400e-02  9.199750e+00  1.199170e+00  2.251950e+01  2.252800e-01  4.577100e-01
 1 32 2.2 1.788600e-02  6.268750e+00  1.308400e+00  2.313350e+01  1.415790e-01  3.579470e-01
 1 33 2.2 1.842800e-02  6.122120e+00  1.451560e+00  2.354050e+01  6.960180e-02  3.753280e-01
 1 34 2.2 1.897000e-02  7.777030e+00  1.708270e+00  2.369870e+01  3.535010e-03  4.546920e-01
 1 35 2.2 1.951200e-02  4.672180e+00  1.845360e+00  2.435660e+01  0.000000e+00  5.246700e-01
 2  1 2.4 1.084000e-03  2.449190e+01  4.388690e-01  7.063480e+00  3.055020e+00  3.338620e-01
 2  2 2.4 1.626000e-03  2.075420e+01  3.601100e-01  7.129340e+00  2.579910e+00  2.675860e-01
 2  3 2.4 2.168000e-03  2.161260e+01  3.748130e-01  7.222870e+00  2.146260e+00  2.580210e-01
 2  4 2.4 2.710000e-03  2.217610e+01  3.670810e-01  7.335250e+00  1.764340e+00  2.472220e-01
 2  5 2.4 3.252000e-03  2.081430e+01  3.629700e-01  7.481910e+00  1.440010e+00  2.200310e-01
 2  6 2.4 3.794000e-03  1.737650e+01  3.134650e-01  7.665310e+00  1.175450e+00  1.775900e-01
 2  7 2.4 4.336000e-03  1.663150e+01  3.005010e-01  7.882560e+00  9.697450e-01  1.639810e-01
 2  8 2.4 4.878000e-03  1.677750e+01  3.030890e-01  8.136510e+00  8.195960e-01  1.607890e-01
 2  9 2.4 5.420000e-03  1.694030e+01  3.057560e-01  8.419700e+00  7.198160e-01  1.601290e-01
 2 10 2.4 5.962000e-03  1.686060e+01  3.318270e-01  8.746260e+00  6.638710e-01  1.597170e-01
 2 11 2.4 6.504000e-03  1.461570e+01  2.969210e-01  9.115410e+00  6.443470e-01  1.432410e-01
 2 12 2.4 7.046000e-03  1.379200e+01  2.906540e-01  9.507190e+00  6.533620e-01  1.406140e-01
 2 13 2.4 7.588000e-03  1.396800e+01  3.016820e-01  9.955730e+00  6.829380e-01  1.490390e-01
 2 14 2.4 8.130000e-03  1.415990e+01  3.123220e-01  1.046250e+01  7.253290e-01  1.593600e-01
 2 15 2.4 8.672000e-03  1.273340e+01  3.017770e-01  1.100200e+01  7.732870e-01  1.554320e-01
 2 16 2.4 9.214000e-03  1.237040e+01  3.083500e-01  1.155450e+01  8.203010e-01  1.633480e-01
 2 17 2.4 9.756000e-03  1.154550e+01  3.177200e-01  1.217120e+01  8.607780e-01  1.664060e-01
 2 18 2.4 1.029800e-02  1.112070e+01  3.167210e-01  1.285780e+01  8.901770e-01  1.745390e-01
 2 19 2.4 1.084000e-02  1.117760e+01  3.307020e-01  1.357960e+01  9.051070e-01  1.899940e-01
 2 20 2.4 1.138200e-02  1.174540e+01  3.590790e-01  1.426820e+01  9.033780e-01  2.135640e-01
 2 21 2.4 1.192400e-02  1.031240e+01  3.602340e-01  1.502520e+01  8.839970e-01  2.078890e-01
 2 22 2.4 1.246600e-02  1.011830e+01  3.919960e-01  1.568190e+01  8.471400e-01  2.214650e-01
 2 23 2.4 1.300800e-02  9.700980e+00  4.046890e-01  1.642250e+01  7.940620e-01  2.308010e-01
 2 24 2.4 1.355000e-02  9.550870e+00  4.129800e-01  1.719040e+01  7.269790e-01  2.451170e-01
 2 25 2.4 1.409200e-02  9.734760e+00  4.730220e-01  1.780050e+01  6.488980e-01  2.686520e-01
 2 26 2.4 1.463400e-02  9.045710e+00  5.024980e-01  1.843890e+01  5.634100e-01  2.732600e-01
 2 27 2.4 1.517600e-02  8.213970e+00  5.199050e-01  1.900170e+01  4.744420e-01  2.732410e-01
 2 28 2.4 1.571800e-02  8.043870e+00  5.829590e-01  1.966900e+01  3.859670e-01  2.892170e-01
 2 29 2.4 1.626000e-02  8.591170e+00  6.436090e-01  2.019610e+01  3.016750e-01  3.272050e-01
 2 30 2.4 1.680200e-02  7.939630e+00  6.705290e-01  2.078600e+01  2.246030e-01  3.279120e-01
 2 31 2.4 1.734400e-02  8.059130e+00  8.080820e-01  2.121100e+01  1.567270e-01  3.335740e-01
 2 32 2.4 1.788600e-02  7.126680e+00  8.620590e-01  2.170130e+01  9.851440e-02  3.735870e-01
 2 33 2.4 1.842800e-02  6.700610e+00  9.704080e-01  2.227680e+01  4.843960e-02  3.871890e-01
 2 34 2.4 1.897000e-02  6.298880e+00  1.090930e+00  2.276310e+01  2.460660e-03  3.881590e-01
