 1.000000e+00  2.086320e-02  2.107240e-02  2.122830e-02  2.133110e-02  2.138060e-02  2.137700e-02  2.132010e-02  2.121010e-02  2.104680e-02  2.083040e-02  2.056080e-02  2.023790e-02  1.986190e-02  1.943270e-02  1.895020e-02  1.841460e-02  1.782580e-02  1.718380e-02  1.648860e-02  1.574020e-02  1.493850e-02  1.408370e-02  1.317570e-02  1.221450e-02  1.120010e-02  1.013250e-02  9.011730e-03  7.837740e-03  6.610550e-03  5.330160e-03  3.996580e-03  2.609800e-03  1.169820e-03 -3.233620e-04
 2.086320e-02  1.000000e+00  2.388730e-02  2.400510e-02  2.406970e-02  2.408110e-02  2.403940e-02  2.394440e-02  2.379620e-02  2.359490e-02  2.334030e-02  2.303250e-02  2.267160e-02  2.225740e-02  2.179000e-02  2.126950e-02  2.069570e-02  2.006880e-02  1.938870e-02  1.865530e-02  1.786880e-02  1.702900e-02  1.613610e-02  1.519000e-02  1.419060e-02  1.313810e-02  1.203240e-02  1.087350e-02  9.661330e-03  8.396020e-03  7.077500e-03  5.705790e-03  4.280880e-03  2.802770e-03  1.271470e-03
 2.107240e-02  2.388730e-02  1.000000e+00  2.672870e-02  2.675520e-02  2.672850e-02  2.664860e-02  2.651550e-02  2.632920e-02  2.608970e-02  2.579700e-02  2.545110e-02  2.505200e-02  2.459970e-02  2.409420e-02  2.353550e-02  2.292370e-02  2.225860e-02  2.154030e-02  2.076880e-02  1.994420e-02  1.906630e-02  1.813530e-02  1.715100e-02  1.611350e-02  1.502290e-02  1.387900e-02  1.268200e-02  1.143170e-02  1.012830e-02  8.771640e-03  7.361800e-03  5.898770e-03  4.382530e-03  2.813100e-03
 2.122830e-02  2.400510e-02  2.672870e-02  1.000000e+00  2.938740e-02  2.932260e-02  2.920460e-02  2.903330e-02  2.880890e-02  2.853130e-02  2.820050e-02  2.781640e-02  2.737920e-02  2.688880e-02  2.634520e-02  2.574840e-02  2.509840e-02  2.439520e-02  2.363880e-02  2.282920e-02  2.196640e-02  2.105040e-02  2.008120e-02  1.905880e-02  1.798320e-02  1.685450e-02  1.567250e-02  1.443730e-02  1.314890e-02  1.180740e-02  1.041260e-02  8.964620e-03  7.463450e-03  5.909090e-03  4.301530e-03
 2.133110e-02  2.406970e-02  2.675520e-02  2.938740e-02  1.000000e+00  3.186350e-02  3.170740e-02  3.149800e-02  3.123550e-02  3.091970e-02  3.055080e-02  3.012860e-02  2.965330e-02  2.912470e-02  2.854300e-02  2.790810e-02  2.721990e-02  2.647860e-02  2.568410e-02  2.483630e-02  2.393540e-02  2.298130e-02  2.197400e-02  2.091350e-02  1.979980e-02  1.863280e-02  1.741270e-02  1.613940e-02  1.481290e-02  1.343320e-02  1.200030e-02  1.051420e-02  8.974950e-03  7.382460e-03  5.736770e-03
 2.138060e-02  2.408110e-02  2.672850e-02  2.932260e-02  3.186350e-02  1.000000e+00  3.415700e-02  3.390950e-02  3.360880e-02  3.325490e-02  3.284790e-02  3.238760e-02  3.187410e-02  3.130740e-02  3.068760e-02  3.001450e-02  2.928830e-02  2.850880e-02  2.767610e-02  2.679030e-02  2.585120e-02  2.485900e-02  2.381350e-02  2.271490e-02  2.156310e-02  2.035800e-02  1.909980e-02  1.778840e-02  1.642370e-02  1.500590e-02  1.353490e-02  1.201070e-02  1.043320e-02  8.802620e-03  7.118810e-03
 2.137700e-02  2.403940e-02  2.664860e-02  2.920460e-02  3.170740e-02  3.415700e-02  1.000000e+00  3.626780e-02  3.592900e-02  3.553700e-02  3.509180e-02  3.459340e-02  3.404180e-02  3.343700e-02  3.277900e-02  3.206780e-02  3.130340e-02  3.048580e-02  2.961500e-02  2.869100e-02  2.771390e-02  2.668350e-02  2.559990e-02  2.446310e-02  2.327320e-02  2.203000e-02  2.073370e-02  1.938410e-02  1.798130e-02  1.652540e-02  1.501620e-02  1.345390e-02  1.183830e-02  1.016960e-02  8.447650e-03
 2.132010e-02  2.394440e-02  2.651550e-02  2.903330e-02  3.149800e-02  3.390950e-02  3.626780e-02  1.000000e+00  3.819590e-02  3.776580e-02  3.728240e-02  3.674590e-02  3.615620e-02  3.551330e-02  3.481720e-02  3.406780e-02  3.326530e-02  3.240960e-02  3.150070e-02  3.053860e-02  2.952330e-02  2.845480e-02  2.733310e-02  2.615820e-02  2.493010e-02  2.364880e-02  2.231430e-02  2.092660e-02  1.948570e-02  1.799170e-02  1.644440e-02  1.484390e-02  1.319020e-02  1.148340e-02  9.723300e-03
 2.121010e-02  2.379620e-02  2.632920e-02  2.880890e-02  3.123550e-02  3.360880e-02  3.592900e-02  3.819590e-02  1.000000e+00  3.994140e-02  3.942000e-02  3.884530e-02  3.821740e-02  3.753640e-02  3.680210e-02  3.601470e-02  3.517410e-02  3.428020e-02  3.333320e-02  3.233290e-02  3.127950e-02  3.017290e-02  2.901310e-02  2.780000e-02  2.653380e-02  2.521440e-02  2.384180e-02  2.241600e-02  2.093700e-02  1.940470e-02  1.781930e-02  1.618070e-02  1.448890e-02  1.274390e-02  1.094570e-02
 2.104680e-02  2.359490e-02  2.608970e-02  2.853130e-02  3.091970e-02  3.325490e-02  3.553700e-02  3.776580e-02  3.994140e-02  1.000000e+00  4.150430e-02  4.089150e-02  4.022550e-02  3.950630e-02  3.873390e-02  3.790840e-02  3.702960e-02  3.609760e-02  3.511250e-02  3.407410e-02  3.298260e-02  3.183780e-02  3.063980e-02  2.938870e-02  2.808430e-02  2.672680e-02  2.531610e-02  2.385210e-02  2.233500e-02  2.076460e-02  1.914110e-02  1.746440e-02  1.573440e-02  1.395130e-02  1.211500e-02
