 1  1 2.2 1.347050e-03  1.720920e+01  4.976760e-01  7.875160e+00  4.074550e+00  4.713820e-01
 1  2 2.2 2.424690e-03  1.824320e+01  3.663150e-01  8.109660e+00  2.828720e+00  4.767870e-01
 1  3 2.2 3.502330e-03  1.513800e+01  4.031440e-01  8.422010e+00  1.892010e+00  4.088990e-01
 1  4 2.2 4.579970e-03  1.335710e+01  2.845270e-01  8.938320e+00  1.292630e+00  3.698700e-01
 1  5 2.2 5.388200e-03  1.471530e+01  5.072070e-01  9.293470e+00  1.045310e+00  4.024050e-01
 1  6 2.2 5.927030e-03  1.330140e+01  4.144630e-01  9.758690e+00  9.613150e-01  3.786400e-01
 1  7 2.2 6.465850e-03  1.302000e+01  4.335690e-01  1.013880e+01  9.299860e-01  3.799150e-01
 1  8 2.2 7.004670e-03  1.120410e+01  4.042890e-01  1.069150e+01  9.401480e-01  3.439050e-01
 1  9 2.2 7.543490e-03  1.117740e+01  4.438090e-01  1.115340e+01  9.804710e-01  3.559930e-01
 1 10 2.2 8.082310e-03  1.249780e+01  3.383430e-01  1.172500e+01  1.039920e+00  4.054750e-01
 1 11 2.2 8.621130e-03  1.084940e+01  4.074540e-01  1.237910e+01  1.108150e+00  3.665760e-01
 1 12 2.2 9.159950e-03  1.030230e+01  4.094560e-01  1.281860e+01  1.175830e+00  3.653330e-01
 1 13 2.2 9.698770e-03  9.146490e+00  3.681700e-01  1.360090e+01  1.234910e+00  3.435530e-01
 1 14 2.2 1.023760e-02  1.001420e+01  3.642520e-01  1.432940e+01  1.278790e+00  3.831230e-01
 1 15 2.2 1.077640e-02  1.017200e+01  4.449910e-01  1.520250e+01  1.302510e+00  4.054900e-01
 1 16 2.2 1.131520e-02  9.372210e+00  4.697340e-01  1.585250e+01  1.302790e+00  3.917580e-01
 1 17 2.2 1.185410e-02  8.279840e+00  4.182070e-01  1.670540e+01  1.278020e+00  3.634810e-01
 1 18 2.2 1.239290e-02  8.905730e+00  4.147090e-01  1.746980e+01  1.228270e+00  4.051300e-01
 1 19 2.2 1.293170e-02  8.147320e+00  4.159480e-01  1.805700e+01  1.155130e+00  3.821930e-01
 1 20 2.2 1.347050e-02  8.419430e+00  3.713640e-01  1.876860e+01  1.061580e+00  4.066490e-01
 1 21 2.2 1.400930e-02  7.950730e+00  4.666460e-01  1.935880e+01  9.517390e-01  3.950910e-01
 1 22 2.2 1.454810e-02  7.482390e+00  4.093430e-01  2.015280e+01  8.305830e-01  3.799100e-01
 1 23 2.2 1.508700e-02  7.640960e+00  4.103920e-01  2.072910e+01  7.035980e-01  4.002260e-01
 1 24 2.2 1.562580e-02  7.452140e+00  5.124860e-01  2.123750e+01  5.764710e-01  3.954000e-01
 1 25 2.2 1.616460e-02  7.897840e+00  5.234120e-01  2.153220e+01  4.544920e-01  4.319520e-01
 1 26 2.2 1.670340e-02  8.279020e+00  4.570240e-01  2.218180e+01  3.421480e-01  4.576340e-01
 1 27 2.2 1.724230e-02  7.120600e+00  4.911980e-01  2.248380e+01  2.425230e-01  4.031060e-01
 1 28 2.2 1.778110e-02  6.804620e+00  4.700670e-01  2.310410e+01  1.567500e-01  3.967390e-01
 1 29 2.2 1.831990e-02  6.725050e+00  5.901270e-01  2.338930e+01  8.324180e-02  4.002300e-01
 1 30 2.2 1.885870e-02  8.233190e+00  6.825950e-01  2.377950e+01  1.704700e-02  5.206210e-01
 1 31 2.2 1.939750e-02  6.452030e+00  7.582000e-01  2.437230e+01  0.000000e+00  4.100620e-01
 1 32 2.2 1.993640e-02  6.093830e+00  6.215860e-01  2.499780e+01  0.000000e+00  4.129150e-01
 2  1 2.4 1.347050e-03  2.164230e+01  3.558250e-01  7.096410e+00  2.820100e+00  4.586940e-01
 2  2 2.4 2.424690e-03  2.185670e+01  3.256470e-01  7.279050e+00  1.958480e+00  4.574940e-01
 2  3 2.4 3.502330e-03  1.912500e+01  3.194650e-01  7.573610e+00  1.310380e+00  4.147930e-01
 2  4 2.4 4.579970e-03  1.598560e+01  2.532540e-01  8.009530e+00  8.955570e-01  3.653440e-01
 2  5 2.4 5.388200e-03  1.714990e+01  3.466790e-01  8.419700e+00  7.243910e-01  3.942450e-01
 2  6 2.4 5.927030e-03  1.673730e+01  3.541650e-01  8.746260e+00  6.662990e-01  3.896090e-01
 2  7 2.4 6.465850e-03  1.411700e+01  3.109390e-01  9.115410e+00  6.446940e-01  3.506290e-01
 2  8 2.4 7.004670e-03  1.295680e+01  3.192850e-01  9.507190e+00  6.518500e-01  3.352610e-01
 2  9 2.4 7.543490e-03  1.369790e+01  3.599210e-01  9.955730e+00  6.799240e-01  3.607500e-01
 2 10 2.4 8.082310e-03  1.403110e+01  3.363120e-01  1.046250e+01  7.212740e-01  3.765180e-01
