 1.000000e+00  1.121040e-01  1.079470e-01  1.038570e-01  9.983530e-02  9.588130e-02  9.199500e-02  8.817660e-02  8.442600e-02  8.074310e-02  7.712810e-02  7.358100e-02  7.010160e-02  6.669000e-02  6.334620e-02  6.007030e-02  5.686210e-02  5.372180e-02  5.064930e-02  4.764450e-02  4.470760e-02  4.183850e-02  3.903730e-02  3.630380e-02  3.363810e-02  3.104030e-02  2.851020e-02  2.604800e-02  2.365360e-02  2.132690e-02  1.906810e-02  1.687720e-02  1.475400e-02  1.269860e-02  1.071100e-02
 1.121040e-01  1.000000e+00  1.060470e-01  1.020250e-01  9.807090e-02  9.418480e-02  9.036640e-02  8.661580e-02  8.293310e-02  7.931810e-02  7.577100e-02  7.229170e-02  6.888020e-02  6.553650e-02  6.226060e-02  5.905250e-02  5.591220e-02  5.283980e-02  4.983510e-02  4.689830e-02  4.402920e-02  4.122800e-02  3.849460e-02  3.582900e-02  3.323120e-02  3.070120e-02  2.823910e-02  2.584470e-02  2.351810e-02  2.125940e-02  1.906850e-02  1.694540e-02  1.489000e-02  1.290250e-02  1.098290e-02
 1.079470e-01  1.060470e-01  1.000000e+00  1.002610e-01  9.637440e-02  9.255610e-02  8.880560e-02  8.512290e-02  8.150800e-02  7.796090e-02  7.448170e-02  7.107020e-02  6.772660e-02  6.445080e-02  6.124270e-02  5.810250e-02  5.503010e-02  5.202560e-02  4.908880e-02  4.621980e-02  4.341860e-02  4.068530e-02  3.801980e-02  3.542200e-02  3.289210e-02  3.043000e-02  2.803570e-02  2.570920e-02  2.345050e-02  2.125970e-02  1.913660e-02  1.708140e-02  1.509390e-02  1.317430e-02  1.132250e-02
 1.038570e-01  1.020250e-01  1.002610e-01  1.000000e+00  9.474560e-02  9.099520e-02  8.731260e-02  8.369780e-02  8.015070e-02  7.667160e-02  7.326020e-02  6.991660e-02  6.664080e-02  6.343290e-02  6.029270e-02  5.722040e-02  5.421590e-02  5.127920e-02  4.841020e-02  4.560920e-02  4.287590e-02  4.021040e-02  3.761270e-02  3.508290e-02  3.262080e-02  3.022660e-02  2.790020e-02  2.564160e-02  2.345070e-02  2.132780e-02  1.927260e-02  1.728520e-02  1.536560e-02  1.351390e-02  1.172990e-02
 9.983530e-02  9.807090e-02  9.637440e-02  9.474560e-02  1.000000e+00  8.950210e-02  8.588740e-02  8.234040e-02  7.886130e-02  7.545000e-02  7.210650e-02  6.883080e-02  6.562290e-02  6.248280e-02  5.941050e-02  5.640610e-02  5.346940e-02  5.060060e-02  4.779950e-02  4.506630e-02  4.240090e-02  3.980330e-02  3.727350e-02  3.481150e-02  3.241730e-02  3.009100e-02  2.783240e-02  2.564170e-02  2.351880e-02  2.146360e-02  1.947630e-02  1.755680e-02  1.570510e-02  1.392130e-02  1.220520e-02
 9.588130e-02  9.418480e-02  9.255610e-02  9.099520e-02  8.950210e-02  1.000000e+00  8.453000e-02  8.105090e-02  7.763970e-02  7.429620e-02  7.102060e-02  6.781270e-02  6.467270e-02  6.160050e-02  5.859610e-02  5.565950e-02  5.279070e-02  4.998980e-02  4.725660e-02  4.459130e-02  4.199370e-02  3.946400e-02  3.700210e-02  3.460800e-02  3.228170e-02  3.002320e-02  2.783250e-02  2.570960e-02  2.365460e-02  2.166730e-02  1.974790e-02  1.789630e-02  1.611250e-02  1.439640e-02  1.274820e-02
 9.199500e-02  9.036640e-02  8.880560e-02  8.731260e-02  8.588740e-02  8.453000e-02  1.000000e+00  7.982920e-02  7.648580e-02  7.321020e-02  7.000250e-02  6.686250e-02  6.379040e-02  6.078600e-02  5.784950e-02  5.498080e-02  5.217990e-02  4.944680e-02  4.678150e-02  4.418400e-02  4.165440e-02  3.919250e-02  3.679850e-02  3.447220e-02  3.221380e-02  3.002320e-02  2.790040e-02  2.584540e-02  2.385820e-02  2.193880e-02  2.008730e-02  1.830350e-02  1.658760e-02  1.493940e-02  1.335910e-02
 8.817660e-02  8.661580e-02  8.512290e-02  8.369780e-02  8.234040e-02  8.105090e-02  7.982920e-02  1.000000e+00  7.539980e-02  7.219210e-02  6.905220e-02  6.598010e-02  6.297590e-02  6.003940e-02  5.717070e-02  5.436990e-02  5.163690e-02  4.897160e-02  4.637420e-02  4.384460e-02  4.138280e-02  3.898890e-02  3.666270e-02  3.440430e-02  3.221380e-02  3.009100e-02  2.803610e-02  2.604900e-02  2.412970e-02  2.227820e-02  2.049450e-02  1.877860e-02  1.713050e-02  1.555030e-02  1.403780e-02
 8.442600e-02  8.293310e-02  8.150800e-02  8.015070e-02  7.886130e-02  7.763970e-02  7.648580e-02  7.539980e-02  1.000000e+00  7.124180e-02  6.816970e-02  6.516550e-02  6.222910e-02  5.936050e-02  5.655980e-02  5.382680e-02  5.116160e-02  4.856430e-02  4.603480e-02  4.357300e-02  4.117910e-02  3.885300e-02  3.659470e-02  3.440420e-02  3.228150e-02  3.022670e-02  2.823960e-02  2.632040e-02  2.446890e-02  2.268530e-02  2.096950e-02  1.932150e-02  1.774130e-02  1.622890e-02  1.478430e-02
 8.074310e-02  7.931810e-02  7.796090e-02  7.667160e-02  7.545000e-02  7.429620e-02  7.321020e-02  7.219210e-02  7.124180e-02  1.000000e+00  6.735510e-02  6.441880e-02  6.155020e-02  5.874950e-02  5.601660e-02  5.335150e-02  5.075420e-02  4.822480e-02  4.576310e-02  4.336920e-02  4.104320e-02  3.878500e-02  3.659450e-02  3.447190e-02  3.241710e-02  3.043010e-02  2.851090e-02  2.665960e-02  2.487600e-02  2.316020e-02  2.151230e-02  1.993220e-02  1.841980e-02  1.697530e-02  1.559860e-02
 7.712810e-02  7.577100e-02  7.448170e-02  7.326020e-02  7.210650e-02  7.102060e-02  7.000250e-02  6.905220e-02  6.816970e-02  6.735510e-02  1.000000e+00  6.373980e-02  6.093910e-02  5.820630e-02  5.554130e-02  5.294400e-02  5.041460e-02  4.795300e-02  4.555920e-02  4.323320e-02  4.097510e-02  3.878470e-02  3.666220e-02  3.460740e-02  3.262050e-02  3.070140e-02  2.885010e-02  2.706660e-02  2.535090e-02  2.370300e-02  2.212290e-02  2.061060e-02  1.916620e-02  1.778960e-02  1.648070e-02
 7.358100e-02  7.229170e-02  7.107020e-02  6.991660e-02  6.883080e-02  6.781270e-02  6.686250e-02  6.598010e-02  6.516550e-02  6.441880e-02  6.373980e-02  1.000000e+00  6.039580e-02  5.773090e-02  5.513370e-02  5.260440e-02  5.014280e-02  4.774910e-02  4.542320e-02  4.316510e-02  4.097480e-02  3.885230e-02  3.679760e-02  3.481070e-02  3.289170e-02  3.104040e-02  2.925700e-02  2.754140e-02  2.589350e-02  2.431350e-02  2.280130e-02  2.135700e-02  1.998040e-02  1.867160e-02  1.743060e-02
