# continuum noise resolution SB linemask DLAmask DLAcompleteness BALcompleteness
0.684579 0.129074 0.18188 0.0882461 1.18123 0.104085 0.639972 0.21996
0.608966 0.131866 0.218199 0.0794741 1.03958 0.0976441 0.492988 0.166114
0.612902 0.135145 0.284038 0.0725103 1.03306 0.102761 0.438168 0.144798
0.626325 0.138221 0.36359 0.0675616 1.0401 0.108994 0.401317 0.130114
0.619198 0.143524 0.439036 0.0647235 1.01084 0.111113 0.359743 0.114472
0.615612 0.148062 0.522359 0.0639865 0.985644 0.113253 0.327339 0.102264
0.548699 0.152708 0.547875 0.0652453 0.859468 0.102947 0.269084 0.082561
0.469082 0.1608 0.54346 0.0683108 0.716934 0.0893312 0.213535 0.064366
0.498448 0.169221 0.662112 0.0729246 0.741234 0.0959307 0.211786 0.0627368
0.51356 0.175503 0.774214 0.0787754 0.740797 0.0994855 0.204646 0.0595926
0.521133 0.183791 0.883791 0.0855157 0.726732 0.10123 0.195578 0.0560015
0.435047 0.190201 0.823648 0.0927808 0.584355 0.0844399 0.154345 0.0434695
0.510613 0.20242 1.072 0.100208 0.657904 0.0986913 0.17183 0.0476123
0.518115 0.212058 1.19914 0.107452 0.637406 0.0993959 0.16589 0.0452356
0.50153 0.230307 1.27301 0.11421 0.586024 0.0951943 0.153215 0.0411258
0.492687 0.242175 1.36523 0.12023 0.543465 0.092234 0.143988 0.0380536
0.482927 0.25988 1.45496 0.125332 0.499303 0.0888882 0.135348 0.0352276
0.41981 0.279383 1.37022 0.12942 0.403386 0.0757316 0.113094 0.0289957
0.445953 0.301515 1.57184 0.132494 0.394143 0.0785885 0.115731 0.0292347
0.478997 0.330308 1.81803 0.134657 0.384428 0.082182 0.119999 0.029873
0.3773 0.348031 1.53819 0.136118 0.270492 0.0627985 0.0914303 0.0224355
0.446243 0.385131 1.94977 0.137198 0.279631 0.0717777 0.104805 0.0253548
0.414552 0.42016 1.93744 0.13832 0.22032 0.0641717 0.094541 0.0225536
0.440552 0.460676 2.19856 0.140006 0.189928 0.0653303 0.0977408 0.0229972
0.443568 0.503233 2.36016 0.142862 0.144269 0.0626895 0.0959111 0.0222614
0.493613 0.560167 2.7967 0.147558 0.105376 0.0660985 0.104209 0.0238645
0.402858 0.617234 2.4278 0.1548 0.0384271 0.0507664 0.0831873 0.0187995
0.527407 0.690812 3.3776 0.165304 0.0155666 0.0620451 0.106711 0.0238021
0.45457 0.764574 3.09129 0.17975 0.0735377 0.0494427 0.0902807 0.0198788
0.405317 0.853897 2.92521 0.198737 0.12241 0.0402772 0.0791581 0.0172089
0.438089 0.977115 3.35399 0.222732 0.197545 0.0391761 0.0842852 0.0180942
0.950987 0.118204 0.0338001 0.128685 7.60658 0.000302337 2.77449 1.03667
0.793239 0.118426 0.0619788 0.117164 6.0609 0.00694905 1.54001 0.563152
0.913447 0.120179 0.124125 0.1056 6.68555 0.0141039 1.32859 0.475699
0.888435 0.122353 0.18475 0.0945882 6.24389 0.0177976 1.03331 0.362412
0.7407 0.12655 0.217459 0.084632 5.00895 0.016898 0.717995 0.246777
0.797332 0.127841 0.312678 0.0761356 5.197 0.019161 0.662886 0.223361
0.826383 0.131373 0.415749 0.069396 5.19839 0.0197591 0.601783 0.198867
0.843824 0.135408 0.528148 0.0646024 5.12742 0.0191167 0.546969 0.177337
0.735071 0.139963 0.558739 0.0618388 4.31654 0.015034 0.429553 0.136685
0.586459 0.143027 0.530939 0.0610898 3.32818 0.0102493 0.312155 0.0975201
0.691724 0.151371 0.734027 0.0622498 3.79196 0.00960697 0.338219 0.103773
0.648064 0.156691 0.795325 0.0651344 3.4284 0.00637605 0.293159 0.0883672
0.668851 0.167437 0.938538 0.0694943 3.40953 0.00365764 0.281613 0.0834214
0.703858 0.173806 1.11826 0.0750304 3.45015 0.000641685 0.277264 0.080739
0.645211 0.181353 1.15075 0.0814107 3.0329 0.00239105 0.238856 0.0683937
0.774006 0.204838 1.53811 0.0882872 3.47705 0.00639662 0.27033 0.0761352
0.685766 0.200543 1.5083 0.095314 2.93155 0.00867491 0.226737 0.0628263
0.627816 0.21344 1.51926 0.102165 2.54059 0.0105188 0.197096 0.053745
0.60257 0.22891 1.59576 0.10855 2.29354 0.0123379 0.180095 0.0483409
0.505074 0.245675 1.4567 0.114232 1.79406 0.0119776 0.144052 0.0380706
0.672351 0.265629 2.10254 0.11904 2.20722 0.017736 0.183374 0.0477276
0.633548 0.287145 2.13945 0.122886 1.89896 0.0179809 0.165542 0.0424424
0.590574 0.310611 2.14561 0.125769 1.59131 0.0175033 0.148084 0.0374074
0.564497 0.337303 2.19884 0.127787 1.33975 0.0169748 0.136033 0.0338645
0.552919 0.363367 2.30173 0.12914 1.1241 0.0163703 0.128223 0.0314638
0.584173 0.397788 2.59117 0.130132 0.977201 0.0164615 0.130521 0.031576
0.58496 0.438809 2.75692 0.131166 0.755779 0.0150478 0.126054 0.0300713
0.525777 0.48581 2.62603 0.132736 0.468047 0.0116648 0.109378 0.0257352
0.636065 0.531802 3.3583 0.135415 0.297013 0.0111387 0.127846 0.0296737
0.544514 0.605198 3.03199 0.139838 0.0119825 0.00634745 0.105822 0.0242339
0.626166 0.673478 3.66894 0.146674 0.278516 0.00286875 0.117739 0.0266078
0.533547 0.739306 3.28275 0.156597 0.498061 0.0020002 0.0971223 0.0216633
0.731177 0.818955 4.71441 0.170252 1.05582 0.00976975 0.128915 0.0283857
0.518108 0.939113 3.49404 0.188205 1.02385 0.012579 0.0885177 0.0192436
0.658928 1.06885 4.63927 0.210895 1.66683 0.0240611 0.10913 0.0234277
0.901332 0.13616 0.0363863 0.160359 3.49299 0.421897 3.12846 1.16893
0.739351 0.135572 0.0623524 0.145877 2.65481 0.176204 1.6228 0.593426
0.802817 0.139168 0.112864 0.13138 2.6841 0.0600145 1.26538 0.453067
0.795907 0.140274 0.165287 0.117601 2.4871 0.0321401 0.968335 0.339624
0.88426 0.143123 0.251724 0.105161 2.59032 0.105677 0.870594 0.299226
0.717568 0.146139 0.26623 0.0945537 1.97517 0.123132 0.591226 0.199215
0.831386 0.150999 0.387729 0.086143 2.15436 0.169016 0.587898 0.194278
0.798655 0.152805 0.455659 0.0801583 1.95107 0.175428 0.494336 0.160272
0.83516 0.15981 0.570792 0.0766995 1.92548 0.187565 0.459697 0.146277
0.841375 0.16787 0.677411 0.0757438 1.83193 0.18608 0.417232 0.130347
0.742125 0.174779 0.694335 0.0771571 1.52643 0.157211 0.335172 0.102838
0.87212 0.179605 0.937512 0.0807085 1.69435 0.173197 0.362046 0.109132
0.828118 0.18732 1.01308 0.0860873 1.51873 0.151568 0.318488 0.0943446
0.77348 0.192125 1.06805 0.0929217 1.33747 0.128741 0.277466 0.0807976
0.673737 0.202275 1.04263 0.1008 1.09635 0.100993 0.22676 0.0649302
0.791804 0.217816 1.36467 0.10929 1.20921 0.10629 0.251327 0.0707833
0.811497 0.228429 1.54898 0.117964 1.15855 0.0974767 0.244008 0.067612
0.793278 0.236804 1.6686 0.126419 1.05317 0.0857055 0.226853 0.0618594
0.746567 0.253115 1.72258 0.134296 0.915138 0.073419 0.203744 0.0546887
0.738365 0.272773 1.86099 0.141302 0.827656 0.0673596 0.192882 0.0509756
0.679258 0.291158 1.86287 0.147227 0.687212 0.058933 0.170294 0.0443232
0.758781 0.315222 2.2561 0.15196 0.680455 0.0643988 0.182985 0.0469145
0.753211 0.336771 2.4197 0.155503 0.583522 0.0642934 0.175064 0.044223
0.714504 0.371867 2.47191 0.157977 0.4602 0.0628017 0.160322 0.0399113
0.696306 0.392283 2.58615 0.15963 0.35053 0.0640787 0.151045 0.037064
0.557893 0.446859 2.21777 0.160837 0.195942 0.0542133 0.117132 0.0283369
0.683212 0.468975 2.89841 0.162097 0.127087 0.0701289 0.138963 0.033151
0.539957 0.531033 2.43757 0.164019 0.00342483 0.0581165 0.106471 0.0250514
0.671585 0.578536 3.21719 0.167313 0.127071 0.0746952 0.128448 0.0298133
0.5625 0.638528 2.85151 0.172761 0.226121 0.0632332 0.104387 0.0239052
0.689136 0.711019 3.68681 0.181189 0.436397 0.0758918 0.124105 0.0280466
0.700557 0.791461 3.94468 0.19343 0.619375 0.0723052 0.122432 0.0273085
0.414163 0.879677 2.44795 0.210279 0.478594 0.0374733 0.0702299 0.0154638
0.843129 0.984839 5.21718 0.232434 1.2212 0.059623 0.138683 0.0301496
0.45063 1.13392 2.91161 0.260436 0.794579 0.0192442 0.0718715 0.0154292
0.585743 0.154728 0.0491251 0.181497 8.63366 0.105856 4.46127 1.66693
0.572795 0.151307 0.0823574 0.164818 6.33976 0.0640478 2.26401 0.827907
0.690357 0.154826 0.144788 0.148213 6.17455 0.0524184 1.71461 0.613915
0.73759 0.161628 0.20756 0.132491 5.57591 0.040945 1.28442 0.450484
0.736559 0.161797 0.26433 0.118334 4.85085 0.0319647 0.965652 0.331897
0.80774 0.163318 0.357292 0.106285 4.73589 0.0291618 0.838133 0.282411
0.786168 0.170192 0.418282 0.0967374 4.17042 0.0249409 0.669955 0.221395
0.684846 0.163161 0.430285 0.0899386 3.32784 0.0199489 0.49312 0.159878
0.869295 0.175205 0.635751 0.0859898 3.90671 0.0239888 0.54089 0.172113
1.09582 0.184936 0.922076 0.0848571 4.58883 0.0291973 0.599977 0.187438
1.13978 0.19503 1.0929 0.0863833 4.4731 0.0295688 0.55736 0.17101
0.532401 0.198112 0.576998 0.0903046 1.9666 0.0134458 0.235417 0.0709619
0.921304 0.209522 1.12058 0.0962689 3.21275 0.0224933 0.372207 0.110258
0.774099 0.216614 1.05009 0.103858 2.55302 0.0180397 0.288242 0.0839357
0.785216 0.221214 1.18131 0.112608 2.45082 0.0171537 0.271481 0.0777354
0.802244 0.240785 1.33166 0.122039 2.36846 0.0160414 0.259157 0.0729885
0.906866 0.247463 1.65295 0.13167 2.52799 0.0160866 0.27517 0.0762465
0.712648 0.259614 1.4199 0.141051 1.86997 0.010752 0.204013 0.0556313
0.539554 0.274132 1.17004 0.149785 1.32654 0.006518 0.146266 0.0392605
0.880942 0.297405 2.07052 0.157544 2.01645 0.0077356 0.226825 0.0599462
0.585454 0.320248 1.48528 0.164097 1.23704 0.00308968 0.143523 0.0373552
0.79416 0.335476 2.16596 0.169322 1.53167 0.00133451 0.185708 0.0476128
0.816633 0.363479 2.38479 0.173219 1.41645 0.00153324 0.182408 0.0460781
0.649225 0.40088 2.02188 0.175927 0.992771 0.003405 0.138646 0.0345152
0.74912 0.422609 2.47801 0.177722 0.982586 0.00618295 0.153033 0.0375517
0.595793 0.461602 2.08492 0.179022 0.644245 0.00638972 0.116443 0.0281703
0.765232 0.495081 2.82146 0.180381 0.641157 0.00954353 0.14306 0.0341282
1.01498 0.532511 3.92705 0.18248 0.590021 0.0135049 0.18142 0.0426858
0.915661 0.593342 3.70266 0.186106 0.285762 0.0119434 0.156369 0.0362939
1.04529 0.668771 4.39984 0.192126 0.0323193 0.0120333 0.170386 0.0390194
0.981893 0.72601 4.28501 0.20146 0.256387 0.00839938 0.152603 0.0344867
0.712773 0.795211 3.21227 0.215032 0.401056 0.0028764 0.10549 0.0235297
0.756019 0.879398 3.50499 0.233721 0.659372 0.0016277 0.106407 0.0234297
0.938352 1.01022 4.45831 0.258303 1.11461 0.00946834 0.125421 0.0272665
0.543481 1.13846 2.63663 0.289374 0.819468 0.0107743 0.0688869 0.0147885
