# Per line: all 35 correlation coefficients for a given k bin
# Grouped by redshift (35 consecutive lines for each z)
# Redshift bins from z=2.2 (top) to z=4.6 (bottom)
1 0.198391 0.191228 0.184165 0.177204 0.170344 0.163585 0.156927 0.15037 0.143914 0.13756 0.131306 0.125153 0.119101 0.113151 0.107301 0.101552 0.0959046 0.0903581 0.0849126 0.0795681 0.0743247 0.0691823 0.0641409 0.0592006 0.0543613 0.0496231 0.0449859 0.0404497 0.0360146 0.0316805 0.0274475 0.0233155 0.0192845 0.0153546 
0.198391 1 0.188132 0.181171 0.174311 0.167552 0.160894 0.154337 0.147881 0.141526 0.135272 0.129119 0.123068 0.117117 0.111267 0.105519 0.0998711 0.0943245 0.088879 0.0835345 0.0782911 0.0731487 0.0681074 0.063167 0.0583278 0.0535895 0.0489523 0.0444162 0.039981 0.035647 0.0314139 0.0272819 0.0232509 0.019321 0.0154921 
0.191228 0.188132 1 0.178277 0.171518 0.16486 0.158303 0.151847 0.145492 0.139239 0.133086 0.127034 0.121083 0.115234 0.109485 0.103838 0.098291 0.0928454 0.087501 0.0822575 0.0771151 0.0720738 0.0671335 0.0622942 0.057556 0.0529188 0.0483826 0.0439475 0.0396134 0.0353803 0.0312483 0.0272174 0.0232874 0.0194586 0.0157307 
0.184165 0.181171 0.178277 1 0.168827 0.16227 0.155814 0.149459 0.143205 0.137052 0.131001 0.12505 0.1192 0.113452 0.107804 0.102257 0.0968119 0.0914674 0.086224 0.0810816 0.0760402 0.0710999 0.0662606 0.0615224 0.0568852 0.052349 0.0479139 0.0435798 0.0393468 0.0352148 0.0311838 0.0272539 0.023425 0.0196971 0.0160703 
0.177204 0.174311 0.171518 0.168827 1 0.15978 0.153425 0.147171 0.141019 0.134967 0.129016 0.123167 0.117418 0.11177 0.106224 0.100778 0.0954338 0.0901904 0.085048 0.0800066 0.0750663 0.070227 0.0654888 0.0608516 0.0563154 0.0518803 0.0475462 0.0433132 0.0391812 0.0351502 0.0312203 0.0273914 0.0236636 0.0200368 0.016511 
0.170344 0.167552 0.16486 0.16227 0.15978 1 0.151138 0.144985 0.138933 0.132983 0.127133 0.121384 0.115737 0.11019 0.104745 0.0994003 0.0941568 0.0890144 0.0839731 0.0790328 0.0741935 0.0694552 0.064818 0.0602819 0.0558468 0.0515127 0.0472796 0.0431476 0.0391167 0.0351867 0.0313578 0.02763 0.0240032 0.0204774 0.0170527 
0.163585 0.160894 0.158303 0.155814 0.153425 0.151138 1 0.1429 0.136949 0.131099 0.125351 0.119703 0.114157 0.108711 0.103367 0.0981232 0.0929809 0.0879395 0.0829992 0.0781599 0.0734217 0.0687845 0.0642483 0.0598132 0.0554791 0.0512461 0.0471141 0.0430831 0.0391532 0.0353243 0.0315964 0.0279696 0.0244438 0.0210191 0.0176954 
0.156927 0.154337 0.151847 0.149459 0.147171 0.144985 0.1429 1 0.135066 0.129317 0.12367 0.118123 0.112678 0.107333 0.10209 0.0969473 0.0919059 0.0869656 0.0821263 0.0773881 0.0727509 0.0682147 0.0637796 0.0594455 0.0552125 0.0510805 0.0470495 0.0431196 0.0392907 0.0355629 0.031936 0.0284103 0.0249855 0.0216619 0.0184392 
0.15037 0.147881 0.145492 0.143205 0.141019 0.138933 0.136949 0.135066 1 0.127636 0.12209 0.116644 0.1113 0.106056 0.100914 0.0958723 0.090932 0.0860928 0.0813545 0.0767173 0.0721812 0.067746 0.063412 0.0591789 0.0550469 0.0510159 0.047086 0.0432571 0.0395293 0.0359025 0.0323767 0.028952 0.0256283 0.0224056 0.019284 
0.143914 0.141526 0.139239 0.137052 0.134967 0.132983 0.131099 0.129317 0.127636 1 0.12061 0.115266 0.110023 0.10488 0.0998388 0.0948985 0.0900592 0.0853209 0.0806837 0.0761476 0.0717125 0.0673784 0.0631453 0.0590133 0.0549824 0.0510524 0.0472236 0.0434957 0.0398689 0.0363431 0.0329184 0.0295947 0.0263721 0.0232504 0.0202299 
